time_server,strategy,side,entry,sl,tp1,tp2,lots_tp1,lots_tp2,outcome
2025.06.02 07:05:00,fvg,1,3343.135,3339.606,0.000,0.000,0.00,0.00,no_room
2025.06.02 07:10:00,fvg,1,3345.599,3339.596,0.000,0.000,0.00,0.00,no_room
2025.06.02 07:15:00,fvg,1,3348.318,3342.736,0.000,0.000,0.00,0.00,no_room
2025.06.02 07:20:00,fvg,1,3351.190,3345.165,0.000,0.000,0.00,0.00,no_room
2025.06.02 07:25:00,fvg,1,3354.364,3347.888,0.000,0.000,0.00,0.00,no_room
2025.06.02 09:05:00,fvg,-1,3352.502,0.000,0.000,0.000,0.00,0.00,against_bias
2025.06.02 09:10:00,fvg,-1,3351.885,0.000,0.000,0.000,0.00,0.00,against_bias
2025.06.02 09:35:00,fvg,-1,3347.677,0.000,0.000,0.000,0.00,0.00,against_bias
2025.06.02 09:40:00,fvg,-1,3346.124,0.000,0.000,0.000,0.00,0.00,against_bias
2025.06.02 10:30:00,fvg,1,3348.762,3346.139,0.000,0.000,0.00,0.00,sl_too_tight
2025.06.02 11:30:00,fvg,1,3352.292,3348.718,0.000,0.000,0.00,0.00,no_room
2025.06.02 11:40:00,fvg,1,3354.786,3351.976,0.000,0.000,0.00,0.00,sl_too_tight
2025.06.02 11:55:00,fvg,-1,3355.399,0.000,0.000,0.000,0.00,0.00,against_bias
2025.06.02 12:30:00,fvg,1,3360.101,3356.669,0.000,0.000,0.00,0.00,no_room
2025.06.02 13:00:00,fvg,-1,3356.705,0.000,0.000,0.000,0.00,0.00,against_bias
2025.06.02 13:20:00,fvg,1,3355.518,3352.403,0.000,0.000,0.00,0.00,no_room
2025.06.02 13:45:00,fvg,1,3358.877,3349.913,0.000,0.000,0.00,0.00,no_room
2025.06.02 13:50:00,fvg,1,3364.979,3353.901,0.000,0.000,0.00,0.00,no_room
2025.06.02 14:00:00,fvg,1,3370.761,3364.488,0.000,0.000,0.00,0.00,no_room
2025.06.02 15:20:00,fvg,-1,3376.435,0.000,0.000,0.000,0.00,0.00,against_bias
2025.06.02 15:35:00,fvg,-1,3373.825,0.000,0.000,0.000,0.00,0.00,against_bias
2025.06.02 15:50:00,fvg,1,3374.211,3370.720,3381.194,3388.177,7.16,7.16,signal
2025.06.03 07:10:00,fvg,-1,3355.722,3361.691,0.000,0.000,0.00,0.00,no_room
2025.06.03 07:40:00,fvg,-1,3356.403,3360.788,0.000,0.000,0.00,0.00,no_room
2025.06.03 07:50:00,fvg,1,3357.783,0.000,0.000,0.000,0.00,0.00,against_bias
2025.06.03 08:05:00,fvg,1,3359.648,0.000,0.000,0.000,0.00,0.00,against_bias
2025.06.03 08:10:00,fvg,1,3361.423,0.000,0.000,0.000,0.00,0.00,against_bias
2025.06.03 08:50:00,fvg,-1,3362.227,3364.177,0.000,0.000,0.00,0.00,sl_too_tight
2025.06.03 09:40:00,fvg,-1,3358.914,3360.561,0.000,0.000,0.00,0.00,price_inside_zone
2025.06.03 10:00:00,fvg,-1,3356.964,3360.826,0.000,0.000,0.00,0.00,no_room
2025.06.03 10:35:00,fvg,1,3356.942,0.000,0.000,0.000,0.00,0.00,against_bias
