direction,sweep_time,sweep_source,sweep_extreme,break_time,block_time,block_top,block_bottom,entry,sl,tp,outcome,sweep_time_thai,break_time_thai,block_time_thai
1,2021-03-16 07:00:00,asian,1729.098,2021-03-16 08:10:00,2021-03-16 07:05:00,1730.295,1728.755,,,,sl_too_tight,2021-03-16 14:00:00,2021-03-16 15:10:00,2021-03-16 14:05:00
-1,2021-03-23 10:15:00,asian,1742.378,2021-03-23 11:55:00,2021-03-23 10:05:00,1742.068,1738.985,1738.985,1742.1805214285714,1732.5939571428569,signal,2021-03-23 17:15:00,2021-03-23 18:55:00,2021-03-23 17:05:00
-1,2021-03-24 09:40:00,asian,1734.658,2021-03-24 10:50:00,2021-03-24 09:55:00,1734.629,1733.509,,,,sl_too_tight,2021-03-24 16:40:00,2021-03-24 17:50:00,2021-03-24 16:55:00
1,2021-03-26 11:30:00,asian,1721.498,2021-03-26 12:10:00,2021-03-26 11:25:00,1724.365,1721.688,,,,sl_too_tight,2021-03-26 18:30:00,2021-03-26 19:10:00,2021-03-26 18:25:00
1,2021-04-09 13:15:00,prev_day,1731.168,2021-04-09 13:45:00,2021-04-09 13:05:00,1734.788,1731.868,1734.788,1731.6035785714284,1741.1568428571431,signal,2021-04-09 20:15:00,2021-04-09 20:45:00,2021-04-09 20:05:00
-1,2021-04-20 14:00:00,asian,1777.298,2021-04-20 14:40:00,2021-04-20 14:25:00,1777.208,1774.618,,,,sl_too_tight,2021-04-20 21:00:00,2021-04-20 21:40:00,2021-04-20 21:25:00
1,2021-04-23 07:25:00,asian,1781.755,2021-04-23 08:50:00,2021-04-23 07:30:00,1782.708,1781.488,,,,sl_too_tight,2021-04-23 14:25:00,2021-04-23 15:50:00,2021-04-23 14:30:00
-1,2021-04-27 12:30:00,asian,1785.458,2021-04-27 13:30:00,2021-04-27 12:25:00,1785.458,1783.588,,,,sl_too_tight,2021-04-27 19:30:00,2021-04-27 20:30:00,2021-04-27 19:25:00
1,2021-05-04 09:40:00,asian,1782.898,2021-05-04 11:40:00,2021-05-04 10:05:00,1782.798,1781.408,,,,sl_too_tight,2021-05-04 16:40:00,2021-05-04 18:40:00,2021-05-04 17:05:00
1,2021-05-05 12:30:00,prev_day,1770.228,2021-05-05 12:45:00,2021-05-05 12:25:00,1777.598,1772.978,1777.598,1772.744792857143,1787.3044142857138,signal,2021-05-05 19:30:00,2021-05-05 19:45:00,2021-05-05 19:25:00
-1,2021-05-12 12:45:00,asian,1839.248,2021-05-12 14:30:00,2021-05-12 13:00:00,1843.598,1838.225,1838.225,1843.9309357142856,1826.8131285714285,signal,2021-05-12 19:45:00,2021-05-12 21:30:00,2021-05-12 20:00:00
-1,2021-05-25 07:10:00,asian,1887.178,2021-05-25 07:40:00,2021-05-25 07:00:00,1887.178,1884.138,1884.138,1887.3570071428574,1877.699985714285,signal,2021-05-25 14:10:00,2021-05-25 14:40:00,2021-05-25 14:00:00
1,2021-05-31 11:10:00,asian,1902.005,2021-05-31 11:50:00,2021-05-31 11:05:00,1903.558,1902.005,,,,sl_too_tight,2021-05-31 18:10:00,2021-05-31 18:50:00,2021-05-31 18:05:00
-1,2021-06-04 07:00:00,asian,1874.128,2021-06-04 07:55:00,2021-06-04 07:30:00,1874.988,1872.995,,,,sl_too_tight,2021-06-04 14:00:00,2021-06-04 14:55:00,2021-06-04 14:30:00
1,2021-06-08 07:25:00,asian,1893.268,2021-06-08 08:50:00,2021-06-08 08:25:00,1891.648,1889.557,,,,sl_too_tight,2021-06-08 14:25:00,2021-06-08 15:50:00,2021-06-08 15:25:00
1,2021-06-09 07:15:00,asian,1889.488,2021-06-09 08:05:00,2021-06-09 07:10:00,1890.288,1889.488,,,,sl_too_tight,2021-06-09 14:15:00,2021-06-09 15:05:00,2021-06-09 14:10:00
1,2021-06-29 07:20:00,asian,1773.568,2021-06-29 09:20:00,2021-06-29 08:15:00,1769.678,1767.748,,,,sl_too_tight,2021-06-29 14:20:00,2021-06-29 16:20:00,2021-06-29 15:15:00
1,2021-07-02 07:15:00,asian,1774.108,2021-07-02 07:40:00,2021-07-02 07:10:00,1775.508,1774.148,,,,sl_too_tight,2021-07-02 14:15:00,2021-07-02 14:40:00,2021-07-02 14:10:00
-1,2021-07-13 12:30:00,asian,1814.648,2021-07-13 12:55:00,2021-07-13 12:40:00,1817.061,1811.748,1811.748,1817.4259,1800.3922000000002,signal,2021-07-13 19:30:00,2021-07-13 19:55:00,2021-07-13 19:40:00
1,2021-07-15 10:30:00,asian,1823.338,2021-07-15 12:20:00,2021-07-15 11:05:00,1824.568,1822.668,,,,sl_too_tight,2021-07-15 17:30:00,2021-07-15 19:20:00,2021-07-15 18:05:00
-1,2021-07-22 07:05:00,asian,1803.298,2021-07-22 07:50:00,2021-07-22 07:00:00,1803.298,1801.278,,,,sl_too_tight,2021-07-22 14:05:00,2021-07-22 14:50:00,2021-07-22 14:00:00
1,2021-07-23 11:35:00,prev_day,1789.407,2021-07-23 12:25:00,2021-07-23 11:30:00,1794.938,1789.407,1794.938,1789.2079928571427,1806.398014285715,signal,2021-07-23 18:35:00,2021-07-23 19:25:00,2021-07-23 18:30:00
1,2021-07-28 11:15:00,asian,1797.758,2021-07-28 12:25:00,2021-07-28 11:50:00,1797.305,1795.258,,,,sl_too_tight,2021-07-28 18:15:00,2021-07-28 19:25:00,2021-07-28 18:50:00
1,2021-08-03 12:15:00,asian,1807.518,2021-08-03 12:50:00,2021-08-03 12:35:00,1808.608,1807.018,,,,sl_too_tight,2021-08-03 19:15:00,2021-08-03 19:50:00,2021-08-03 19:35:00
1,2021-08-16 11:30:00,asian,1771.398,2021-08-16 12:00:00,2021-08-16 11:50:00,1771.938,1770.885,,,,sl_too_tight,2021-08-16 18:30:00,2021-08-16 19:00:00,2021-08-16 18:50:00
-1,2021-08-18 07:25:00,asian,1793.358,2021-08-18 07:50:00,2021-08-18 07:30:00,1793.498,1792.908,,,,sl_too_tight,2021-08-18 14:25:00,2021-08-18 14:50:00,2021-08-18 14:30:00
1,2021-08-25 11:30:00,asian,1790.208,2021-08-25 12:45:00,2021-08-25 11:25:00,1792.138,1790.208,,,,sl_too_tight,2021-08-25 18:30:00,2021-08-25 19:45:00,2021-08-25 18:25:00
1,2021-08-27 11:05:00,asian,1792.378,2021-08-27 11:50:00,2021-08-27 11:05:00,1793.875,1792.378,,,,sl_too_tight,2021-08-27 18:05:00,2021-08-27 18:50:00,2021-08-27 18:05:00
-1,2021-09-01 12:45:00,prev_day,1819.508,2021-09-01 14:15:00,2021-09-01 12:55:00,1819.898,1818.552,,,,sl_too_tight,2021-09-01 19:45:00,2021-09-01 21:15:00,2021-09-01 19:55:00
1,2021-09-06 08:00:00,asian,1824.617,2021-09-06 08:20:00,2021-09-06 08:00:00,1825.968,1824.617,,,,sl_too_tight,2021-09-06 15:00:00,2021-09-06 15:20:00,2021-09-06 15:00:00
-1,2021-09-08 07:35:00,asian,1801.177,2021-09-08 09:15:00,2021-09-08 07:30:00,1801.095,1798.947,,,,sl_too_tight,2021-09-08 14:35:00,2021-09-08 16:15:00,2021-09-08 14:30:00
-1,2021-09-17 08:45:00,asian,1765.478,2021-09-17 10:30:00,2021-09-17 09:50:00,1767.417,1765.237,,,,sl_too_tight,2021-09-17 15:45:00,2021-09-17 17:30:00,2021-09-17 16:50:00
1,2021-09-21 07:00:00,asian,1759.868,2021-09-21 08:10:00,2021-09-21 07:20:00,1759.404,1757.838,,,,sl_too_tight,2021-09-21 14:00:00,2021-09-21 15:10:00,2021-09-21 14:20:00
1,2021-09-22 11:55:00,asian,1772.007,2021-09-22 12:25:00,2021-09-22 12:10:00,1773.537,1771.578,,,,sl_too_tight,2021-09-22 18:55:00,2021-09-22 19:25:00,2021-09-22 19:10:00
-1,2021-09-24 08:20:00,asian,1756.767,2021-09-24 09:45:00,2021-09-24 08:20:00,1756.767,1755.124,,,,sl_too_tight,2021-09-24 15:20:00,2021-09-24 16:45:00,2021-09-24 15:20:00
1,2021-09-27 09:55:00,prev_day,1747.788,2021-09-27 11:30:00,2021-09-27 10:05:00,1747.854,1744.764,1747.854,1744.6547214285713,1754.2525571428575,signal,2021-09-27 16:55:00,2021-09-27 18:30:00,2021-09-27 17:05:00
-1,2021-09-29 07:00:00,asian,1742.058,2021-09-29 08:10:00,2021-09-29 07:00:00,1742.058,1739.778,,,,sl_too_tight,2021-09-29 14:00:00,2021-09-29 15:10:00,2021-09-29 14:00:00
1,2021-10-01 12:15:00,asian,1749.655,2021-10-01 12:40:00,2021-10-01 12:10:00,1752.875,1749.808,1752.875,1749.5761928571428,1759.4726142857144,signal,2021-10-01 19:15:00,2021-10-01 19:40:00,2021-10-01 19:10:00
1,2021-10-05 10:30:00,asian,1754.778,2021-10-05 12:05:00,2021-10-05 11:15:00,1754.955,1753.478,,,,sl_too_tight,2021-10-05 17:30:00,2021-10-05 19:05:00,2021-10-05 18:15:00
1,2021-10-13 12:40:00,asian,1758.121,2021-10-13 13:35:00,2021-10-13 13:05:00,1760.878,1757.829,1760.878,1757.3816428571429,1767.870714285714,signal,2021-10-13 19:40:00,2021-10-13 20:35:00,2021-10-13 20:05:00
1,2021-10-21 07:00:00,asian,1780.864,2021-10-21 08:15:00,2021-10-21 07:05:00,1782.494,1780.738,,,,sl_too_tight,2021-10-21 14:00:00,2021-10-21 15:15:00,2021-10-21 14:05:00
1,2021-10-28 14:35:00,asian,1792.198,2021-10-28 15:10:00,2021-10-28 14:35:00,1796.334,1792.198,1796.334,1791.90795,1805.1861000000001,signal,2021-10-28 21:35:00,2021-10-28 22:10:00,2021-10-28 21:35:00
1,2021-10-29 08:45:00,prev_day,1790.798,2021-10-29 09:40:00,2021-10-29 08:35:00,1792.378,1790.868,,,,sl_too_tight,2021-10-29 15:45:00,2021-10-29 16:40:00,2021-10-29 15:35:00
1,2021-11-02 11:45:00,asian,1788.138,2021-11-02 12:10:00,2021-11-02 11:45:00,1791.178,1788.138,1791.178,1787.9788714285714,1797.5762571428575,signal,2021-11-02 18:45:00,2021-11-02 19:10:00,2021-11-02 18:45:00
1,2021-11-05 12:35:00,asian,1784.894,2021-11-05 13:25:00,2021-11-05 12:30:00,1793.788,1784.894,1793.788,1784.4522214285714,1812.4595571428572,signal,2021-11-05 19:35:00,2021-11-05 20:25:00,2021-11-05 19:30:00
1,2021-11-08 08:55:00,asian,1812.313,2021-11-08 09:35:00,2021-11-08 08:55:00,1814.188,1812.313,,,,sl_too_tight,2021-11-08 15:55:00,2021-11-08 16:35:00,2021-11-08 15:55:00
1,2021-11-10 07:45:00,asian,1823.008,2021-11-10 08:20:00,2021-11-10 07:50:00,1824.618,1822.893,,,,sl_too_tight,2021-11-10 14:45:00,2021-11-10 15:20:00,2021-11-10 14:50:00
-1,2021-11-19 10:05:00,asian,1864.404,2021-11-19 11:10:00,2021-11-19 09:55:00,1864.094,1860.598,1860.598,1864.2495285714285,1853.2949428571428,signal,2021-11-19 17:05:00,2021-11-19 18:10:00,2021-11-19 16:55:00
-1,2021-11-24 07:10:00,asian,1796.285,2021-11-24 07:35:00,2021-11-24 07:05:00,1795.765,1793.825,,,,sl_too_tight,2021-11-24 14:10:00,2021-11-24 14:35:00,2021-11-24 14:05:00
-1,2021-11-30 09:25:00,asian,1796.538,2021-11-30 10:50:00,2021-11-30 09:50:00,1798.418,1796.495,,,,sl_too_tight,2021-11-30 16:25:00,2021-11-30 17:50:00,2021-11-30 16:50:00
1,2021-12-06 08:15:00,asian,1780.418,2021-12-06 09:15:00,2021-12-06 09:00:00,1781.548,1779.098,,,,sl_too_tight,2021-12-06 15:15:00,2021-12-06 16:15:00,2021-12-06 16:00:00
1,2021-12-07 13:30:00,asian,1775.508,2021-12-07 15:20:00,2021-12-07 13:35:00,1776.988,1773.058,1776.988,1772.8701285714285,1785.2237428571432,signal,2021-12-07 20:30:00,2021-12-07 22:20:00,2021-12-07 20:35:00
1,2021-12-20 07:30:00,asian,1797.888,2021-12-20 08:45:00,2021-12-20 08:20:00,1797.968,1797.368,,,,sl_too_tight,2021-12-20 14:30:00,2021-12-20 15:45:00,2021-12-20 15:20:00
-1,2021-12-21 07:55:00,asian,1794.118,2021-12-21 09:25:00,2021-12-21 08:45:00,1798.198,1797.128,,,,sl_too_tight,2021-12-21 14:55:00,2021-12-21 16:25:00,2021-12-21 15:45:00
-1,2022-01-04 07:40:00,asian,1807.275,2022-01-04 08:45:00,2022-01-04 07:35:00,1806.978,1806.258,,,,sl_too_tight,2022-01-04 14:40:00,2022-01-04 15:45:00,2022-01-04 14:35:00
1,2022-01-13 07:10:00,asian,1823.358,2022-01-13 07:30:00,2022-01-13 07:10:00,1824.288,1823.358,,,,sl_too_tight,2022-01-13 14:10:00,2022-01-13 14:30:00,2022-01-13 14:10:00
-1,2022-01-14 08:05:00,asian,1828.668,2022-01-14 08:30:00,2022-01-14 08:15:00,1829.048,1827.908,,,,sl_too_tight,2022-01-14 15:05:00,2022-01-14 15:30:00,2022-01-14 15:15:00
-1,2022-01-19 07:10:00,asian,1815.128,2022-01-19 07:40:00,2022-01-19 07:05:00,1814.858,1814.038,,,,sl_too_tight,2022-01-19 14:10:00,2022-01-19 14:40:00,2022-01-19 14:05:00
-1,2022-01-31 08:30:00,prev_day,1792.208,2022-01-31 09:55:00,2022-01-31 09:00:00,1792.375,1790.368,,,,sl_too_tight,2022-01-31 15:30:00,2022-01-31 16:55:00,2022-01-31 16:00:00
1,2022-02-03 07:15:00,asian,1804.639,2022-02-03 08:55:00,2022-02-03 08:10:00,1803.338,1802.618,,,,sl_too_tight,2022-02-03 14:15:00,2022-02-03 15:55:00,2022-02-03 15:10:00
1,2022-02-09 14:00:00,asian,1824.538,2022-02-09 15:25:00,2022-02-09 14:00:00,1826.918,1824.538,,,,sl_too_tight,2022-02-09 21:00:00,2022-02-09 22:25:00,2022-02-09 21:00:00
1,2022-02-10 13:35:00,prev_day,1821.534,2022-02-10 15:05:00,2022-02-10 13:30:00,1829.958,1821.534,1829.958,1821.2528000000002,1847.3683999999998,signal,2022-02-10 20:35:00,2022-02-10 22:05:00,2022-02-10 20:30:00
1,2022-02-11 07:20:00,prev_day,1820.838,2022-02-11 07:40:00,2022-02-11 07:15:00,1823.768,1821.928,,,,sl_too_tight,2022-02-11 14:20:00,2022-02-11 14:40:00,2022-02-11 14:15:00
1,2022-02-14 07:05:00,asian,1850.698,2022-02-14 07:15:00,2022-02-14 07:00:00,1853.088,1851.568,,,,sl_too_tight,2022-02-14 14:05:00,2022-02-14 14:15:00,2022-02-14 14:00:00
1,2022-02-18 10:30:00,asian,1886.538,2022-02-18 11:35:00,2022-02-18 10:40:00,1888.288,1886.478,,,,sl_too_tight,2022-02-18 17:30:00,2022-02-18 18:35:00,2022-02-18 17:40:00
1,2022-02-21 07:00:00,asian,1887.528,2022-02-21 07:30:00,2022-02-21 07:15:00,1888.397,1887.648,,,,sl_too_tight,2022-02-21 14:00:00,2022-02-21 14:30:00,2022-02-21 14:15:00
-1,2022-03-16 11:55:00,asian,1926.933,2022-03-16 12:20:00,2022-03-16 11:45:00,1926.933,1924.118,1924.118,1927.1479857142856,1918.0580285714286,signal,2022-03-16 18:55:00,2022-03-16 19:20:00,2022-03-16 18:45:00
-1,2022-04-06 08:40:00,asian,1925.588,2022-04-06 10:25:00,2022-04-06 09:10:00,1933.318,1928.098,1928.098,1933.4527142857144,1917.3885714285711,signal,2022-04-06 15:40:00,2022-04-06 17:25:00,2022-04-06 16:10:00
-1,2022-04-08 12:15:00,prev_day,1938.808,2022-04-08 12:40:00,2022-04-08 12:10:00,1938.808,1934.542,1934.542,1939.0352214285715,1925.5555571428567,signal,2022-04-08 19:15:00,2022-04-08 19:40:00,2022-04-08 19:10:00
1,2022-04-12 09:20:00,asian,1949.518,2022-04-12 10:05:00,2022-04-12 09:15:00,1951.948,1950.192,,,,sl_too_tight,2022-04-12 16:20:00,2022-04-12 17:05:00,2022-04-12 16:15:00
1,2022-04-21 11:55:00,prev_day,1936.632,2022-04-21 12:30:00,2022-04-21 11:40:00,1940.572,1936.632,1940.572,1936.3629857142857,1948.9900285714282,signal,2022-04-21 18:55:00,2022-04-21 19:30:00,2022-04-21 18:40:00
-1,2022-04-26 11:00:00,asian,1909.523,2022-04-26 12:20:00,2022-04-26 10:55:00,1909.523,1906.303,1906.303,1909.7227928571428,1899.4634142857146,signal,2022-04-26 18:00:00,2022-04-26 19:20:00,2022-04-26 17:55:00
-1,2022-05-03 13:35:00,asian,1868.918,2022-05-03 15:25:00,2022-05-03 14:45:00,1877.298,1875.518,,,,sl_too_tight,2022-05-03 20:35:00,2022-05-03 22:25:00,2022-05-03 21:45:00
-1,2022-05-13 07:35:00,asian,1828.678,2022-05-13 08:20:00,2022-05-13 07:30:00,1828.586,1826.268,,,,sl_too_tight,2022-05-13 14:35:00,2022-05-13 15:20:00,2022-05-13 14:30:00
1,2022-05-25 08:30:00,asian,1855.008,2022-05-25 09:25:00,2022-05-25 08:25:00,1857.673,1855.008,,,,sl_too_tight,2022-05-25 15:30:00,2022-05-25 16:25:00,2022-05-25 15:25:00
-1,2022-05-31 08:30:00,asian,1857.018,2022-05-31 08:50:00,2022-05-31 08:20:00,1857.018,1856.128,,,,sl_too_tight,2022-05-31 15:30:00,2022-05-31 15:50:00,2022-05-31 15:20:00
1,2022-06-09 07:05:00,asian,1849.17,2022-06-09 07:20:00,2022-06-09 07:00:00,1850.618,1849.543,,,,sl_too_tight,2022-06-09 14:05:00,2022-06-09 14:20:00,2022-06-09 14:00:00
-1,2022-06-14 07:05:00,asian,1831.538,2022-06-14 07:40:00,2022-06-14 07:00:00,1831.538,1828.963,,,,sl_too_tight,2022-06-14 14:05:00,2022-06-14 14:40:00,2022-06-14 14:00:00
-1,2022-06-15 07:45:00,asian,1823.954,2022-06-15 07:45:00,2022-06-15 07:40:00,1823.916,1823.094,,,,sl_too_tight,2022-06-15 14:45:00,2022-06-15 14:45:00,2022-06-15 14:40:00
-1,2022-06-15 11:20:00,prev_day,1832.468,2022-06-15 13:20:00,2022-06-15 12:45:00,1836.416,1834.024,,,,sl_too_tight,2022-06-15 18:20:00,2022-06-15 20:20:00,2022-06-15 19:45:00
1,2022-06-17 13:55:00,asian,1841.048,2022-06-17 15:30:00,2022-06-17 14:15:00,1840.178,1838.343,,,,sl_too_tight,2022-06-17 20:55:00,2022-06-17 22:30:00,2022-06-17 21:15:00
-1,2022-06-21 14:35:00,asian,1843.518,2022-06-21 15:10:00,2022-06-21 14:35:00,1843.518,1841.228,,,,sl_too_tight,2022-06-21 21:35:00,2022-06-21 22:10:00,2022-06-21 21:35:00
1,2022-06-28 11:20:00,prev_day,1820.228,2022-06-28 13:15:00,2022-06-28 11:15:00,1822.528,1821.723,,,,sl_too_tight,2022-06-28 18:20:00,2022-06-28 20:15:00,2022-06-28 18:15:00
-1,2022-06-30 12:40:00,asian,1824.938,2022-06-30 14:05:00,2022-06-30 12:55:00,1823.674,1821.008,,,,sl_too_tight,2022-06-30 19:40:00,2022-06-30 21:05:00,2022-06-30 19:55:00
-1,2022-07-07 13:50:00,asian,1748.684,2022-07-07 14:50:00,2022-07-07 14:05:00,1749.014,1746.458,,,,sl_too_tight,2022-07-07 20:50:00,2022-07-07 21:50:00,2022-07-07 21:05:00
-1,2022-07-08 14:50:00,prev_day,1752.387,2022-07-08 15:55:00,2022-07-08 14:45:00,1752.387,1748.478,1748.478,1752.54465,1740.3447,signal,2022-07-08 21:50:00,2022-07-08 22:55:00,2022-07-08 21:45:00
1,2022-07-27 13:55:00,asian,1711.315,2022-07-27 15:15:00,2022-07-27 13:50:00,1715.669,1714.221,,,,sl_too_tight,2022-07-27 20:55:00,2022-07-27 22:15:00,2022-07-27 20:50:00
1,2022-07-29 14:00:00,asian,1751.928,2022-07-29 14:40:00,2022-07-29 14:00:00,1755.814,1751.928,1755.814,1751.6899142857144,1764.0621714285714,signal,2022-07-29 21:00:00,2022-07-29 21:40:00,2022-07-29 21:00:00
1,2022-08-02 07:40:00,asian,1768.797,2022-08-02 08:15:00,2022-08-02 07:35:00,1771.577,1768.797,,,,sl_too_tight,2022-08-02 14:40:00,2022-08-02 15:15:00,2022-08-02 14:35:00
-1,2022-08-03 12:30:00,asian,1771.634,2022-08-03 14:00:00,2022-08-03 12:55:00,1772.358,1770.885,,,,sl_too_tight,2022-08-03 19:30:00,2022-08-03 21:00:00,2022-08-03 19:55:00
1,2022-08-23 12:35:00,asian,1730.688,2022-08-23 13:20:00,2022-08-23 12:30:00,1733.958,1730.688,1733.958,1730.481492857143,1740.9110142857144,signal,2022-08-23 19:35:00,2022-08-23 20:20:00,2022-08-23 19:30:00
1,2022-08-24 10:45:00,asian,1743.314,2022-08-24 12:00:00,2022-08-24 11:30:00,1744.627,1742.355,,,,sl_too_tight,2022-08-24 17:45:00,2022-08-24 19:00:00,2022-08-24 18:30:00
1,2022-09-06 08:40:00,asian,1712.758,2022-09-06 10:20:00,2022-09-06 10:00:00,1711.298,1710.593,,,,sl_too_tight,2022-09-06 15:40:00,2022-09-06 17:20:00,2022-09-06 17:00:00
-1,2022-09-14 08:10:00,asian,1705.888,2022-09-14 09:00:00,2022-09-14 08:40:00,1706.068,1704.548,,,,sl_too_tight,2022-09-14 15:10:00,2022-09-14 16:00:00,2022-09-14 15:40:00
1,2022-09-22 07:05:00,asian,1655.536,2022-09-22 07:30:00,2022-09-22 07:00:00,1659.122,1655.828,1659.122,1655.6737857142857,1666.0184285714288,signal,2022-09-22 14:05:00,2022-09-22 14:30:00,2022-09-22 14:00:00
-1,2022-09-27 07:10:00,asian,1639.825,2022-09-27 08:10:00,2022-09-27 07:25:00,1640.478,1639.468,,,,sl_too_tight,2022-09-27 14:10:00,2022-09-27 15:10:00,2022-09-27 14:25:00
-1,2022-09-28 10:25:00,asian,1631.494,2022-09-28 11:25:00,2022-09-28 10:20:00,1631.494,1625.728,,,,price_inside_zone,2022-09-28 17:25:00,2022-09-28 18:25:00,2022-09-28 17:20:00
1,2022-10-03 09:30:00,prev_day,1659.595,2022-10-03 11:00:00,2022-10-03 09:25:00,1663.036,1660.868,,,,sl_too_tight,2022-10-03 16:30:00,2022-10-03 18:00:00,2022-10-03 16:25:00
1,2022-10-07 10:35:00,asian,1706.088,2022-10-07 11:30:00,2022-10-07 10:25:00,1707.968,1706.322,,,,sl_too_tight,2022-10-07 17:35:00,2022-10-07 18:30:00,2022-10-07 17:25:00
1,2022-10-13 07:00:00,asian,1666.964,2022-10-13 07:40:00,2022-10-13 07:00:00,1668.238,1666.964,,,,sl_too_tight,2022-10-13 14:00:00,2022-10-13 14:40:00,2022-10-13 14:00:00
1,2022-10-27 07:00:00,asian,1658.857,2022-10-27 08:00:00,2022-10-27 06:55:00,1662.048,1660.248,,,,sl_too_tight,2022-10-27 14:00:00,2022-10-27 15:00:00,2022-10-27 13:55:00
1,2022-11-08 08:55:00,prev_day,1666.148,2022-11-08 09:55:00,2022-11-08 09:00:00,1666.828,1664.557,,,,sl_too_tight,2022-11-08 15:55:00,2022-11-08 16:55:00,2022-11-08 16:00:00
-1,2022-11-18 07:15:00,asian,1766.188,2022-11-18 08:15:00,2022-11-18 07:45:00,1766.787,1765.308,,,,sl_too_tight,2022-11-18 14:15:00,2022-11-18 15:15:00,2022-11-18 14:45:00
1,2022-11-23 13:30:00,asian,1728.137,2022-11-23 13:30:00,2022-11-23 13:25:00,1734.848,1733.817,,,,sl_too_tight,2022-11-23 20:30:00,2022-11-23 20:30:00,2022-11-23 20:25:00
-1,2022-11-28 07:10:00,asian,1753.978,2022-11-28 07:30:00,2022-11-28 07:10:00,1753.978,1751.947,,,,sl_too_tight,2022-11-28 14:10:00,2022-11-28 14:30:00,2022-11-28 14:10:00
-1,2022-11-29 08:00:00,asian,1755.418,2022-11-29 09:45:00,2022-11-29 08:45:00,1758.648,1756.118,,,,sl_too_tight,2022-11-29 15:00:00,2022-11-29 16:45:00,2022-11-29 15:45:00
-1,2022-11-30 08:50:00,prev_day,1759.108,2022-11-30 10:35:00,2022-11-30 10:05:00,1762.028,1761.218,,,,sl_too_tight,2022-11-30 15:50:00,2022-11-30 17:35:00,2022-11-30 17:05:00
-1,2022-12-06 11:25:00,asian,1776.358,2022-12-06 13:05:00,2022-12-06 12:55:00,1780.728,1780.058,,,,sl_too_tight,2022-12-06 18:25:00,2022-12-06 20:05:00,2022-12-06 19:55:00
-1,2022-12-12 11:45:00,asian,1795.328,2022-12-12 12:55:00,2022-12-12 11:40:00,1795.328,1794.778,,,,sl_too_tight,2022-12-12 18:45:00,2022-12-12 19:55:00,2022-12-12 18:40:00
1,2022-12-14 07:30:00,asian,1807.828,2022-12-14 08:15:00,2022-12-14 08:05:00,1808.558,1806.368,,,,sl_too_tight,2022-12-14 14:30:00,2022-12-14 15:15:00,2022-12-14 15:05:00
-1,2022-12-16 07:00:00,asian,1784.505,2022-12-16 07:45:00,2022-12-16 07:10:00,1784.875,1783.665,,,,sl_too_tight,2022-12-16 14:00:00,2022-12-16 14:45:00,2022-12-16 14:10:00
1,2022-12-19 14:40:00,asian,1788.795,2022-12-19 14:55:00,2022-12-19 14:35:00,1791.925,1788.987,1791.925,1788.8595642857144,1798.055871428571,signal,2022-12-19 21:40:00,2022-12-19 21:55:00,2022-12-19 21:35:00
1,2022-12-21 07:05:00,asian,1811.827,2022-12-21 07:25:00,2022-12-21 07:00:00,1814.077,1811.827,,,,sl_too_tight,2022-12-21 14:05:00,2022-12-21 14:25:00,2022-12-21 14:00:00
1,2022-12-22 07:15:00,asian,1813.537,2022-12-22 07:50:00,2022-12-22 07:10:00,1814.585,1813.605,,,,sl_too_tight,2022-12-22 14:15:00,2022-12-22 14:50:00,2022-12-22 14:10:00
1,2022-12-28 07:15:00,asian,1807.285,2022-12-28 07:55:00,2022-12-28 07:05:00,1808.165,1807.315,,,,sl_too_tight,2022-12-28 14:15:00,2022-12-28 14:55:00,2022-12-28 14:05:00
1,2022-12-29 07:30:00,asian,1804.665,2022-12-29 08:15:00,2022-12-29 07:30:00,1805.885,1804.665,,,,sl_too_tight,2022-12-29 14:30:00,2022-12-29 15:15:00,2022-12-29 14:30:00
1,2022-12-30 10:35:00,asian,1813.175,2022-12-30 11:05:00,2022-12-30 10:30:00,1815.255,1813.175,,,,sl_too_tight,2022-12-30 17:35:00,2022-12-30 18:05:00,2022-12-30 17:30:00
-1,2023-01-06 13:30:00,asian,1843.468,2023-01-06 14:40:00,2023-01-06 13:55:00,1852.475,1849.775,1849.775,1852.8616285714286,1843.601742857143,signal,2023-01-06 20:30:00,2023-01-06 21:40:00,2023-01-06 20:55:00
1,2023-01-12 13:30:00,asian,1872.76,2023-01-12 13:30:00,2023-01-12 13:25:00,1890.918,1886.827,1890.918,1886.5299642857142,1899.6940714285713,signal,2023-01-12 20:30:00,2023-01-12 20:30:00,2023-01-12 20:25:00
1,2023-01-20 14:45:00,asian,1920.508,2023-01-20 15:05:00,2023-01-20 14:30:00,1925.335,1920.615,1925.335,1920.408442857143,1935.1881142857142,signal,2023-01-20 21:45:00,2023-01-20 22:05:00,2023-01-20 21:30:00
1,2023-01-25 10:25:00,asian,1922.605,2023-01-25 11:15:00,2023-01-25 10:10:00,1926.845,1923.635,,,,price_inside_zone,2023-01-25 17:25:00,2023-01-25 18:15:00,2023-01-25 17:10:00
1,2023-01-30 07:45:00,asian,1923.995,2023-01-30 09:20:00,2023-01-30 08:20:00,1922.865,1921.565,,,,sl_too_tight,2023-01-30 14:45:00,2023-01-30 16:20:00,2023-01-30 15:20:00
-1,2023-02-06 08:05:00,asian,1879.075,2023-02-06 09:10:00,2023-02-06 08:15:00,1881.198,1878.565,,,,sl_too_tight,2023-02-06 15:05:00,2023-02-06 16:10:00,2023-02-06 15:15:00
