side,signal_time,entry_time,entry_price,sl,tp,lots,oz,risk_usd,commission_usd,spread_cost_usd,slippage_cost_usd,tp2,tp1_oz,tp1_filled,partial_pnl_usd,swap_usd,rollovers,exit_time,exit_price,exit_reason,ambiguous,pnl_usd,r_multiple
-1,2017-01-13 14:45:00,2017-01-13 15:00:00,1190.058,1194.9585071428571,1181.231507142857,0.1,0.1,0.4900507142857123,0.0,0.016,0.009999999999990905,1172.405014285714,0.05,False,0.0,0.0,0,2017-01-13 15:30:00,1195.058507142857,sl,False,-0.5000507142857032,-1.0204060512687279
1,2017-01-17 09:45:00,2017-01-17 10:00:00,1216.248,1213.1862928571427,1222.3714142857148,0.16,0.16,0.4898731428571773,0.0,0.0256,0.01599999999998545,1228.4948285714295,0.08,False,0.0,0.0,0,2017-01-17 12:15:00,1213.0862928571428,sl,False,-0.5058731428571628,-1.0326615170341156
1,2017-01-17 14:00:00,2017-01-17 14:15:00,1215.551,1211.5587357142858,1223.5355285714281,0.12,0.12,0.47907171428569195,0.0,0.0192,0.011999999999989085,1231.5200571428563,0.06,False,0.0,-0.06468,1,2017-01-18 05:45:00,1211.458735714286,sl,False,-0.555751714285681,-1.1600595437247239
1,2017-02-02 10:15:00,2017-02-02 12:30:00,1220.479,1216.4133928571428,1228.6102142857146,0.11,0.11,0.44721678571430173,0.0,0.0176,0.0022,1236.7414285714292,0.05,False,0.0,0.0,0,2017-02-02 13:00:00,1220.068,news_close,False,-0.045210000000006405,-0.10109191211997169
1,2017-02-08 09:00:00,2017-02-08 09:15:00,1236.349,1236.349,1242.6931428571427,0.15,0.15,0.47581071428570565,0.0,0.024,0.0015999999999999999,1249.0372857142854,0.07,True,0.444089999999992,0.0,0,2017-02-08 15:00:00,1242.272,news_close,False,0.9179299999999921,1.9291915302453893
1,2017-02-24 15:15:00,2017-02-24 16:00:00,1255.111,1252.0098928571429,1261.3132142857146,0.15,0.15,0.46516607142858674,0.0,0.024,0.003,1267.515428571429,0.07,False,0.0,-0.08085,2,2017-02-27 13:00:00,1255.448,news_close,False,-0.030300000000001645,-0.06513802674160289
1,2017-04-11 15:00:00,2017-04-11 15:15:00,1270.839,1266.4125928571427,1279.6918142857144,0.11,0.11,0.4869047857142937,0.0,0.0176,0.0022,1288.5446285714288,0.05,False,0.0,0.0,0,2017-04-11 16:30:00,1269.879,news_close,False,-0.105600000000004,-0.21688018499363865
1,2017-08-18 13:15:00,2017-08-18 13:45:00,1297.392,1294.3136357142857,1303.5487285714287,0.15,0.15,0.46175464285714724,0.0,0.024,0.014999999999986358,1309.7054571428573,0.07,False,0.0,0.0,0,2017-08-18 14:15:00,1294.2136357142858,sl,False,-0.4767546428571336,-1.0324847843590106
1,2017-08-29 08:15:00,2017-08-29 08:30:00,1324.598,1320.913757142857,1331.9664857142857,0.13,0.13,0.47895157142857214,0.0,0.020800000000000003,0.012999999999988177,1339.3349714285714,0.06,False,0.0,0.0,0,2017-08-29 09:30:00,1320.8137571428572,sl,False,-0.49195157142856033,-1.0271426189525028
-1,2018-01-26 12:00:00,2018-01-26 12:15:00,1351.689,1355.4468785714284,1344.1732428571434,0.12,0.12,0.4509454285714037,0.0,0.0192,0.0024,1336.6574857142866,0.06,False,0.0,0.0,0,2018-01-26 13:00:00,1350.701,news_close,False,0.11856000000000676,0.26291429625000334
1,2019-06-21 08:30:00,2019-06-21 09:30:00,1386.785,1386.785,1392.8765357142859,0.12,0.12,0.4678157142857071,0.0,0.0192,0.0,1398.9680714285716,0.06,True,0.365492142857147,0.0,0,2019-06-21 10:30:00,1398.9680714285716,tp2,False,1.096476428571441,2.343821284938271
1,2019-06-21 10:45:00,2019-06-21 11:00:00,1394.448,1387.4167071428571,1408.510585714286,0.07,0.07,0.49219050000000614,0.0,0.011200000000000002,0.0014000000000000002,1422.5731714285719,0.03,False,0.0,0.0,0,2019-06-21 13:15:00,1396.458,news_close,False,0.14069999999999938,0.2858649242518855
1,2019-06-21 15:30:00,2019-06-21 16:30:00,1394.718,1394.718,1405.122942857143,0.09,0.09,0.46822242857143237,0.0,0.0144,0.0,1415.527885714286,0.04,True,0.41619771428571767,-0.048510000000000005,2,2019-06-24 15:15:00,1415.527885714286,tp2,False,1.4081820000000116,3.007506505607683
1,2019-06-24 15:30:00,2019-06-24 15:45:00,1414.848,1414.848,1429.1488428571429,0.07,0.07,0.5005295000000024,0.0,0.011200000000000002,0.0008000000000000001,1443.4496857142858,0.03,True,0.4290252857142877,-0.03773000000000001,1,2019-06-25 13:30:00,1429.355,news_close,False,0.9715752857142903,1.9410949518745362
-1,2019-07-01 15:30:00,2019-07-01 16:15:00,1391.585,1391.585,1384.2548714285715,0.12,0.12,0.5049445714285775,0.0,0.0192,0.005999999999994543,1376.924742857143,0.06,True,0.43980771428571186,0.0,1,2019-07-02 05:00:00,1391.685,sl,False,0.4338077142857173,0.8591194733679353
