side,signal_time,entry_time,entry_price,sl,tp,lots,oz,risk_usd,commission_usd,spread_cost_usd,slippage_cost_usd,tp2,tp1_oz,tp1_filled,partial_pnl_usd,swap_usd,rollovers,exit_time,exit_price,exit_reason,ambiguous,pnl_usd,r_multiple
-1,2023-03-30 08:10:00,2023-03-30 08:40:00,1968.315,1971.5564285714286,1961.832142857143,0.15,0.15,0.4862142857142771,0.0,0.024,0.003,,0.0,False,0.0,0.0,0,2023-03-30 12:00:00,1968.765,news_close,False,-0.06750000000000682,-0.1388276773909376
-1,2023-03-30 13:25:00,2023-03-30 14:20:00,1969.898,1975.5253,1958.6433999999997,0.08,0.08,0.4501840000000084,0.0,0.0128,0.007999999999992725,,0.0,False,0.0,0.0,0,2023-03-30 16:00:00,1975.6253,sl,False,-0.4581840000000011,-1.0177705116130127
-1,2023-03-31 13:05:00,2023-03-31 13:10:00,1976.258,1987.7712357142857,1953.2315285714287,0.04,0.04,0.46052942857142626,0.0,0.0064,0.0008,,0.0,False,0.0,0.0,0,2023-03-31 13:15:00,1978.845,news_close,False,-0.10347999999999957,-0.2246979097969854
1,2023-04-05 15:45:00,2023-04-05 16:25:00,2020.865,2009.569207142857,2043.456585714286,0.04,0.04,0.45183171428571767,0.0,0.0064,0.003999999999996362,,0.0,False,0.0,-0.06468000000000002,1,2023-04-06 02:30:00,2009.4692071428572,sl,False,-0.5205117142857141,-1.1520034956124534
-1,2023-06-09 12:50:00,2023-06-09 13:20:00,1964.785,1973.142692857143,1948.0696142857144,0.05,0.05,0.4178846428571433,0.0,0.008,0.001,,0.0,False,0.0,0.0,2,2023-06-12 16:30:00,1953.375,news_close,False,0.5705000000000041,1.365209298191495
1,2023-06-26 15:10:00,2023-06-26 16:30:00,1924.795,1921.3029642857143,1931.7790714285716,0.14,0.14,0.4888850000000048,0.0,0.022400000000000003,0.01399999999998727,,0.0,False,0.0,0.0,0,2023-06-26 23:35:00,1921.2029642857144,sl,False,-0.502884999999992,-1.0286365914274054
1,2023-11-17 15:35:00,2023-11-17 15:40:00,1982.345,1979.1049500000001,1988.8250999999998,0.15,0.15,0.4860074999999824,0.0,0.024,0.014999999999986358,,0.0,False,0.0,0.0,0,2023-11-17 17:05:00,1979.0049500000002,sl,False,-0.5010074999999687,-1.0308637212388427
1,2023-12-15 15:10:00,2023-12-15 17:40:00,2032.265,2026.5479714285714,2043.6990571428576,0.08,0.08,0.4573622857142982,0.0,0.0128,0.007999999999992725,,0.0,False,0.0,0.0,0,2023-12-15 18:15:00,2026.4479714285715,sl,False,-0.46536228571429095,-1.0174916040300492
1,2024-02-02 14:45:00,2024-02-02 15:05:00,2031.645,2027.29695,2040.3411,0.11,0.11,0.4782855000000063,0.0,0.0176,0.0,,0.0,False,0.0,-0.05929,1,2024-02-04 23:00:00,2040.3411,tp,False,0.8972810000000127,1.8760363841262193
-1,2024-02-09 14:20:00,2024-02-09 14:40:00,2026.055,2037.3424,2003.4802000000002,0.04,0.04,0.4514959999999974,0.0,0.0064,0.0008,,0.0,False,0.0,0.0,3,2024-02-13 13:00:00,2028.335,news_close,False,-0.09119999999999891,-0.2019951450289691
1,2024-03-11 09:45:00,2024-03-11 10:05:00,2179.725,2175.6342285714286,2187.9065428571425,0.12,0.12,0.49089257142855786,0.0,0.0192,0.011999999999989085,,0.0,False,0.0,0.0,0,2024-03-11 13:10:00,2175.5342285714287,sl,False,-0.5028925714285469,-1.02444526704706
1,2024-04-15 10:00:00,2024-04-15 10:30:00,2349.665,2344.4306428571426,2360.1337142857146,0.09,0.09,0.47109214285716006,0.0,0.0144,0.0,,0.0,False,0.0,0.0,0,2024-04-15 11:05:00,2360.1337142857146,tp,False,0.9421842857143201,2.0
1,2024-04-19 12:25:00,2024-04-19 13:05:00,2378.635,2372.555357142857,2390.794285714287,0.08,0.08,0.4863714285714741,0.0,0.0128,0.0,,0.0,False,0.0,0.0,0,2024-04-19 14:20:00,2390.794285714287,tp,False,0.9727428571429482,2.0
1,2024-05-29 13:20:00,2024-05-29 13:40:00,2341.605,2334.1387285714286,2356.537542857143,0.06,0.06,0.44797628571428505,0.0,0.0096,0.005999999999994543,,0.0,False,0.0,-0.09702,1,2024-05-30 00:35:00,2334.0387285714287,sl,False,-0.5509962857142796,-1.2299675301689958
-1,2024-06-03 12:00:00,2024-06-03 12:20:00,2328.355,2333.2492214285717,2318.5665571428567,0.1,0.1,0.48942214285716545,0.0,0.016,0.009999999999990905,,0.0,False,0.0,0.0,0,2024-06-03 12:30:00,2333.3492214285716,sl,False,-0.49942214285715636,-1.0204322590343227
1,2024-06-06 13:30:00,2024-06-06 14:15:00,2358.585,2352.9584499999996,2369.838100000001,0.08,0.08,0.45012400000003255,0.0,0.0128,0.0,,0.0,False,0.0,0.0,0,2024-06-06 15:10:00,2369.838100000001,tp,False,0.9002480000000651,2.0
-1,2024-06-10 13:25:00,2024-06-10 13:35:00,2305.108,2308.812414285714,2297.6991714285723,0.13,0.13,0.4815738571428119,0.0,0.020800000000000003,0.012999999999988177,,0.0,False,0.0,0.0,0,2024-06-10 16:00:00,2308.912414285714,sl,False,-0.4945738571428001,-1.0269948208507775
-1,2024-06-18 15:00:00,2024-06-18 15:15:00,2323.898,2327.8447,2316.0046,0.12,0.12,0.4736039999999957,0.0,0.0192,0.011999999999989085,,0.0,False,0.0,0.0,0,2024-06-18 15:40:00,2327.9447,sl,False,-0.48560399999998477,-1.0253376238376137
1,2024-08-02 15:50:00,2024-08-02 16:45:00,2426.988,2409.976992857143,2461.010014285713,0.02,0.02,0.3402201428571334,0.0,0.0032,0.001999999999998181,,0.0,False,0.0,-0.010780000000000001,2,2024-08-05 10:55:00,2409.8769928571433,sl,False,-0.3530001428571316,-1.0375639134493126
-1,2024-08-14 10:15:00,2024-08-14 10:50:00,2473.935,2478.7572857142854,2464.290428571429,0.1,0.1,0.4822285714285499,0.0,0.016,0.002,,0.0,False,0.0,0.0,0,2024-08-14 12:00:00,2474.848,news_close,False,-0.0913000000000011,-0.1893293044199657
-1,2024-09-18 12:30:00,2024-09-18 13:00:00,2577.685,2580.721964285714,2571.611071428572,0.16,0.16,0.48591428571424333,0.0,0.0256,0.0,,0.0,False,0.0,0.0,0,2024-09-18 13:50:00,2571.611071428572,tp,False,0.9718285714284867,2.0
1,2024-09-26 15:20:00,2024-09-26 16:10:00,2664.715,2654.3754,2685.3942000000006,0.04,0.04,0.41358400000000983,0.0,0.0064,0.0008,,0.0,False,0.0,-0.021560000000000003,1,2024-09-27 12:00:00,2665.955,news_close,False,0.028039999999991266,0.06779759371733578
-1,2024-10-01 15:05:00,2024-10-01 15:25:00,2664.865,2672.1781642857145,2650.2386714285703,0.06,0.06,0.43878985714288316,0.0,0.0096,0.005999999999994543,,0.0,False,0.0,0.0,0,2024-10-01 16:45:00,2672.2781642857144,sl,False,-0.4447898571428777,-1.01367397149757
-1,2024-10-07 09:00:00,2024-10-07 09:10:00,2652.405,2656.3903571428573,2644.434285714286,0.12,0.12,0.47824285714285,0.0,0.0192,0.011999999999989085,,0.0,False,0.0,0.0,0,2024-10-07 09:55:00,2656.490357142857,sl,False,-0.49024285714283905,-1.0250918541087686
-1,2024-10-08 12:30:00,2024-10-08 12:45:00,2648.795,2653.1577928571432,2640.0694142857137,0.11,0.11,0.47990721428574945,0.0,0.0176,0.0,,0.0,False,0.0,0.0,0,2024-10-08 13:20:00,2640.0694142857137,tp,False,0.9598144285714989,2.0
-1,2024-11-13 14:35:00,2024-11-13 14:40:00,2608.415,2619.050321428572,2587.1443571428563,0.04,0.04,0.4254128571428737,0.0,0.0064,0.0,,0.0,False,0.0,0.0,0,2024-11-13 16:55:00,2587.1443571428563,tp,False,0.8508257142857474,2.0
-1,2024-12-19 08:00:00,2024-12-19 08:20:00,2617.215,2622.7129214285715,2606.2191571428575,0.09,0.09,0.4948129285714185,0.0,0.0144,0.008999999999991815,,0.0,False,0.0,0.0,0,2024-12-19 09:40:00,2622.8129214285714,sl,False,-0.5038129285714104,-1.0181886920901115
1,2025-01-03 09:00:00,2025-01-03 09:05:00,2653.335,2649.5875142857144,2660.8299714285713,0.13,0.13,0.48717314285713204,0.0,0.020800000000000003,0.012999999999988177,,0.0,False,0.0,0.0,0,2025-01-03 13:20:00,2649.4875142857145,sl,False,-0.5001731428571202,-1.0266845580274537
-1,2025-03-11 14:30:00,2025-03-11 15:00:00,2917.525,2922.402614285714,2907.769771428572,0.1,0.1,0.4877614285714117,0.0,0.016,0.009999999999990905,,0.0,False,0.0,0.0,1,2025-03-12 09:00:00,2922.502614285714,sl,False,-0.4977614285714026,-1.0205018261269234
1,2025-04-22 14:30:00,2025-04-22 14:45:00,3426.735,3407.0344285714286,3466.136142857143,0.02,0.02,0.39401142857142984,0.0,0.0032,0.001999999999998181,,0.0,False,0.0,0.0,0,2025-04-22 16:00:00,3406.9344285714287,sl,False,-0.39601142857142807,-1.005075994894995
1,2025-04-29 12:50:00,2025-04-29 13:00:00,3309.995,3299.8314285714287,3330.3221428571424,0.04,0.04,0.40654285714284927,0.0,0.0064,0.0008,,0.0,False,0.0,0.0,0,2025-04-29 13:30:00,3316.999,news_close,False,0.28015999999999625,0.6891278375149384
-1,2025-05-09 08:15:00,2025-05-09 08:45:00,3326.535,3332.3650714285714,3314.874857142857,0.08,0.08,0.46640571428572003,0.0,0.0128,0.007999999999992725,,0.0,False,0.0,0.0,0,2025-05-09 11:25:00,3332.4650714285713,sl,False,-0.47440571428571277,-1.0171524485120094
-1,2025-05-23 08:00:00,2025-05-23 09:20:00,3330.395,3334.40855,3322.3678999999997,0.12,0.12,0.48162600000001476,0.0,0.0192,0.011999999999989085,,0.0,False,0.0,0.0,0,2025-05-23 11:40:00,3334.50855,sl,False,-0.49362600000000384,-1.0249155984103613
1,2025-06-16 08:15:00,2025-06-16 08:20:00,3415.648,3408.8254357142855,3429.2931285714294,0.07,0.07,0.4775795000000244,0.0,0.011200000000000002,0.006999999999993635,,0.0,False,0.0,0.0,0,2025-06-16 13:15:00,3408.7254357142856,sl,False,-0.48457950000001804,-1.0146572455475857
1,2025-08-22 08:30:00,2025-08-22 08:35:00,3328.928,3324.952385714286,3336.879228571428,0.12,0.12,0.47707371428568873,0.0,0.0192,0.011999999999989085,,0.0,False,0.0,0.0,0,2025-08-22 12:10:00,3324.852385714286,sl,False,-0.4890737142856778,-1.0251533455746067
-1,2025-09-25 09:25:00,2025-09-25 09:45:00,3757.109,3761.7182142857146,3747.8905714285706,0.1,0.1,0.4609214285714643,0.0,0.016,0.0,,0.0,False,0.0,0.0,0,2025-09-25 11:00:00,3747.8905714285706,tp,False,0.9218428571429286,2.0
1,2025-09-25 14:20:00,2025-09-25 14:35:00,3728.775,3721.283907142857,3743.757185714286,0.06,0.06,0.4494655714285818,0.0,0.0096,0.0,,0.0,False,0.0,0.0,0,2025-09-25 17:55:00,3743.757185714286,tp,False,0.8989311428571636,2.0
-1,2025-11-04 10:00:00,2025-11-04 10:15:00,3995.095,4000.8653357142857,3983.554328571428,0.08,0.08,0.46162685714287366,0.0,0.0128,0.0,,0.0,False,0.0,0.0,0,2025-11-04 13:25:00,3983.554328571428,tp,False,0.9232537142857473,2.0
1,2025-11-28 10:05:00,2025-11-28 10:25:00,4167.476,4149.505328571428,4203.417342857142,0.02,0.02,0.35941342857142444,0.0,0.0032,0.0,,0.0,False,0.0,0.0,0,2025-11-28 14:40:00,4203.417342857142,tp,False,0.7188268571428489,2.0
1,2025-12-08 14:05:00,2025-12-08 14:35:00,4203.575,4196.709142857143,4217.3067142857135,0.07,0.07,0.4806099999999788,0.0,0.011200000000000002,0.007000000000025467,,0.0,False,0.0,0.0,0,2025-12-08 14:45:00,4196.609142857143,sl,False,-0.48761000000000426,-1.0145648238697194
-1,2025-12-18 14:25:00,2025-12-18 14:30:00,4337.775,4343.4325,4326.459999999999,0.08,0.08,0.4526000000000204,0.0,0.0128,0.0,,0.0,False,0.0,0.0,0,2025-12-18 14:35:00,4326.459999999999,tp,False,0.9052000000000407,2.0
-1,2026-01-27 08:25:00,2026-01-27 09:25:00,5087.655,5101.244921428572,5060.475157142856,0.03,0.03,0.4076976428571561,0.0,0.0048,0.0,,0.0,False,0.0,0.0,0,2026-01-27 14:05:00,5060.475157142856,tp,False,0.8153952857143122,2.0
1,2026-03-11 08:10:00,2026-03-11 08:15:00,5194.005,5183.903142857143,5214.2087142857135,0.05,0.05,0.5050928571428358,0.0,0.008,0.00500000000001819,,0.0,False,0.0,0.0,0,2026-03-11 08:25:00,5183.803142857143,sl,False,-0.510092857142854,-1.0098991698839332
1,2026-03-25 10:50:00,2026-03-25 12:25:00,4551.105,4526.879207142857,4599.556585714285,0.02,0.02,0.484515857142851,0.0,0.0032,0.002000000000007276,,0.0,False,0.0,0.0,0,2026-03-25 12:30:00,4526.779207142857,sl,False,-0.48651585714285833,-1.0041278318769609
1,2026-04-10 09:15:00,2026-04-10 10:05:00,4743.755,4729.551685714286,4772.161628571429,0.03,0.03,0.42609942857143324,0.0,0.0048,0.0006,,0.0,False,0.0,0.0,0,2026-04-10 12:00:00,4768.094999999999,news_close,False,0.7301999999999771,1.7136845323827115
1,2026-04-15 08:50:00,2026-04-15 09:00:00,4813.418,4803.234185714286,4833.785628571428,0.05,0.05,0.5091907142857054,0.0,0.008,0.00500000000001819,,0.0,False,0.0,0.0,0,2026-04-15 09:10:00,4803.134185714285,sl,False,-0.5141907142857235,-1.0098195034978832
1,2026-04-16 15:05:00,2026-04-16 16:30:00,4790.175,4771.9632357142855,4826.59852857143,0.02,0.02,0.36423528571429414,0.0,0.0032,0.002000000000007276,,0.0,False,0.0,-0.010780000000000001,1,2026-04-17 01:10:00,4771.863235714285,sl,False,-0.37701528571430143,-1.0350872101118505
-1,2026-04-24 12:40:00,2026-04-24 13:40:00,4706.425,4717.739285714285,4683.796428571431,0.04,0.04,0.45257142857139115,0.0,0.0064,0.004000000000014552,,0.0,False,0.0,0.0,0,2026-04-24 14:05:00,4717.839285714285,sl,False,-0.4565714285714057,-1.0088383838384167
